0.0971437	0.164457	0.445507	0.00232276	4.5365e-06	6.71903e-06	4.64519e-06	6.59942e-06	
0.107602	0.164697	1.46489	0.00286142	3.78927e-06	5.69606e-06	6.85119e-06	9.68623e-06	
0.117761	0.164634	2.46161	0.00317692	4.53388e-06	6.77958e-06	8.72615e-06	1.23553e-05	
0.127629	0.164518	3.43559	0.00342196	3.83575e-06	5.73562e-06	7.74059e-06	1.09686e-05	
0.133209	0.16424	3.9918	0.00363485	4.43981e-06	6.56289e-06	1.10447e-05	1.56762e-05	
0.137859	0.164547	4.44465	0.00359658	3.98892e-06	5.9688e-06	8.63388e-06	1.22224e-05	
0.143044	0.164404	4.95734	0.00379453	4.33566e-06	6.39808e-06	9.69209e-06	1.37471e-05	
0.148471	0.164456	5.49914	0.00377578	4.57922e-06	6.85103e-06	1.54449e-05	2.18864e-05	
0.153405	0.16446	5.98533	0.00383629	4.54269e-06	6.80744e-06	2.35005e-05	3.33308e-05	
0.157676	0.164417	6.41114	0.00392106	4.70333e-06	6.99305e-06	1.88569e-05	2.6781e-05	
0.163094	0.163904	6.95763	0.00411709	3.46083e-06	5.12724e-06	1.02272e-05	1.44662e-05	
0.168223	0.164492	7.46562	0.00404777	4.85422e-06	7.25623e-06	2.73771e-05	3.8847e-05	
0.1777	0.164316	8.41618	0.00425283	3.78568e-06	5.65638e-06	1.95901e-05	2.78351e-05	
0.187305	0.164066	9.38088	0.00441577	4.57206e-06	6.76794e-06	5.79206e-05	8.21342e-05	
