0.0578984	0.171469	0.471176	0.00142047	2.96067e-06	4.79212e-06	3.72668e-06	5.27963e-06	
0.0665939	0.171177	1.48807	0.00199997	2.98773e-06	4.85392e-06	6.15037e-06	8.71099e-06	
0.0748675	0.171343	2.47031	0.00232184	2.85998e-06	4.62083e-06	1.34444e-05	1.90319e-05	
0.0834107	0.17078	3.47544	0.00253688	2.49007e-06	4.02951e-06	5.56886e-06	7.88649e-06	
0.0874203	0.171352	3.95921	0.00263769	2.96331e-06	4.78911e-06	1.71361e-05	2.42649e-05	
0.0920013	0.170389	4.50708	0.00271715	2.75708e-06	4.46892e-06	8.34581e-06	1.1853e-05	
0.0961428	0.171283	4.99109	0.00280804	2.98973e-06	4.82816e-06	1.91941e-05	2.71616e-05	
0.100207	0.17035	5.49905	0.00289897	3.04102e-06	4.91738e-06	1.23929e-05	1.75638e-05	
0.104704	0.171379	5.99793	0.00294507	3.0434e-06	4.93451e-06	1.67805e-05	2.37555e-05	
0.108317	0.170006	6.47379	0.00302138	2.70861e-06	4.37626e-06	1.37688e-05	1.94869e-05	
0.113081	0.171198	6.98925	0.00309267	3.04743e-06	4.9292e-06	1.69057e-05	2.3951e-05	
#0.116333	0.169413	7.43554	0.00310494	6.71136e-06	9.6381e-06	0.000731878	0.00103644	
0.125703	0.171097	8.47941	0.00326423	3.19411e-06	5.14682e-06	1.86653e-05	2.64473e-05	
#0.132746	0.168114	9.42496	0.0035253	2.97841e-06	4.56529e-06	0.000109842	0.000113863	
