0		100000
273420		409734
579364		684339
830539		939911
1078990		1192100
1339200		1456140
1618300		1706950
2197740		2260000
2450000		2541000
2717300		2800000
2960000		3000000
3270000		3370000
4120000		4210000
4360000		4460000
4610000		4720000
5200000		5360000
