9712	1
9712	2
9712	3
9712	4
9712	7
9713	0
9713	1
9713	2
9713	3
9713	4
9713	5
9713	6
9713	7
9713	8
9717	0
9717	1
9719	0
9719	1
9719	2
9720	0
9720	1
9720	2
9720	3
9720	4
9720	5
9720	6
9720	7
9720	8
9721	0
9721	1
9722	1
9722	2
9722	3
9722	4
9722	5
9722	6
9722	7
9722	8
9722	9
9722	10
9723	0
9723	1
9723	2
9723	3
9723	4
9723	5
9723	6
9723	7
9723	8
9723	9
9723	10
9724	0
9724	1
9724	2
9724	3
9724	4
9724	5
9724	6
9724	7
9724	8
9726	0
9726	1
9726	2
9727	0
9727	2
9727	3
9727	4
9727	5
9727	6
9727	7
9727	8
9728	0
9728	1
9728	2
9728	3
9728	4
9728	5
9728	6
9728	7
9728	8
9729	0
9729	1
9729	2
9729	3
9729	4
9729	5
9729	6
9729	7
9729	8
9730	0
9730	1
9730	2
9730	3
9730	4
9730	5
9730	6
9730	7
9730	8
9731	0
9731	3
9732	0
9732	1
9732	2
9732	3
9732	4
9732	5
9732	6
9732	7
9734	0
9734	1
9734	2
9734	3
9734	4
9734	5
9734	6
9734	7
9734	8
