# pc	  MHz       KiB		#	0(make,qwparity)   2(make,qwparity)    2p(make,qwparity)  sp(make,qwparity) 3p(make,qwparity)
ou-qweak  2926.075  3072  	2       181.059   707.296  263.859   517.355   246.099  480.803   209.472  534.173  247.410  469.258
cdaql4	  2327.605  6144  	8	217.922   662.620  	     	       			  0	   0	    300.209  450.814  
cdaql6	  3200.483  1024  	4	361.921  1348.069  497.688  1050.899   475.366  862.489   0        0        494.622  867.866	
